date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2019-12-01,8,3,0.0,8.7,3,26,12:11 PM,10:35 PM,07:42 AM,05:40 PM,0,3,5,3,17,32,71,0.3,1021,8,9,108,11,California
2019-12-02,11,5,0.0,8.7,3,33,12:48 PM,11:32 PM,07:43 AM,05:40 PM,0,7,8,7,11,14,57,0.0,1021,11,10,94,7,California
2019-12-03,11,7,0.0,7.0,3,41,01:21 PM,No moonset,07:44 AM,05:40 PM,1,8,9,8,13,53,57,0.0,1019,11,10,22,8,California
2019-12-04,9,2,0.0,3.7,2,48,01:51 PM,12:28 AM,07:45 AM,05:40 PM,5,6,8,6,16,80,79,13.7,1014,9,9,65,10,California
2019-12-05,11,6,0.0,7.0,2,55,02:18 PM,01:24 AM,07:45 AM,05:40 PM,5,8,9,8,12,42,78,0.0,1019,11,10,106,7,California
2019-12-06,13,8,0.0,8.7,4,62,02:46 PM,02:18 AM,07:46 AM,05:40 PM,4,9,10,9,14,11,68,0.0,1020,13,10,91,8,California
2019-12-07,14,9,0.0,7.0,3,70,03:14 PM,03:14 AM,07:47 AM,05:40 PM,7,9,11,9,24,45,78,0.3,1020,14,10,211,16,California
2019-12-08,13,9,0.0,8.7,3,77,03:43 PM,04:11 AM,07:48 AM,05:40 PM,6,8,11,8,26,26,73,6.3,1015,13,10,250,17,California
2019-12-09,12,5,0.0,8.7,3,84,04:15 PM,05:09 AM,07:49 AM,05:40 PM,2,8,9,8,12,3,65,0.0,1019,12,10,264,7,California
2019-12-10,12,5,0.0,3.7,2,92,04:52 PM,06:09 AM,07:49 AM,05:40 PM,2,9,9,9,4,52,64,0.0,1023,12,10,179,2,California
2019-12-11,12,6,0.0,8.7,4,99,05:34 PM,07:12 AM,07:50 AM,05:41 PM,1,9,10,9,13,9,57,0.0,1022,12,10,241,7,California
2019-12-12,13,7,0.0,7.0,3,100,06:23 PM,08:14 AM,07:51 AM,05:41 PM,3,10,11,10,8,17,61,0.0,1023,13,10,229,5,California
2019-12-13,17,7,0.0,8.7,4,87,07:19 PM,09:15 AM,07:52 AM,05:41 PM,6,11,12,11,21,4,69,0.0,1019,17,10,274,13,California
2019-12-14,13,7,0.0,8.7,4,79,08:21 PM,10:11 AM,07:52 AM,05:41 PM,4,8,10,8,35,11,68,0.0,1012,13,10,241,23,California
2019-12-15,9,3,0.0,8.7,3,72,09:28 PM,11:02 AM,07:53 AM,05:42 PM,-3,2,5,2,25,6,57,0.0,1018,9,10,259,17,California
2019-12-16,9,2,0.0,8.7,3,65,10:35 PM,11:47 AM,07:54 AM,05:42 PM,-7,3,5,3,15,14,42,0.0,1027,9,10,105,10,California
2019-12-17,8,2,0.0,8.7,2,58,11:44 PM,12:27 PM,07:54 AM,05:42 PM,-11,2,5,2,24,33,31,0.0,1027,8,10,38,15,California
2019-12-18,8,2,0.0,8.7,2,50,No moonrise,01:03 PM,07:55 AM,05:43 PM,-12,4,5,4,12,39,29,0.0,1019,8,10,142,7,California
2019-12-19,10,1,0.0,8.7,3,43,12:50 AM,01:37 PM,07:55 AM,05:43 PM,-5,6,6,6,6,5,45,0.0,1022,10,10,225,3,California
2019-12-20,13,4,0.0,8.7,3,36,01:57 AM,02:09 PM,07:56 AM,05:44 PM,-6,7,8,7,9,40,37,0.0,1025,13,10,61,5,California
2019-12-21,12,6,0.0,5.4,2,28,03:03 AM,02:43 PM,07:56 AM,05:44 PM,-6,7,9,7,15,62,35,0.0,1020,12,10,31,8,California
2019-12-22,12,5,0.0,8.7,2,21,04:10 AM,03:19 PM,07:57 AM,05:45 PM,-5,7,9,7,17,38,40,1.3,1013,12,9,153,11,California
2019-12-23,6,4,0.0,5.4,1,14,05:17 AM,03:59 PM,07:57 AM,05:45 PM,2,2,5,2,15,81,83,22.0,1011,6,8,108,11,California
2019-12-24,9,3,0.0,8.7,3,7,06:23 AM,04:43 PM,07:58 AM,05:46 PM,-0,3,5,3,11,25,69,0.0,1011,9,10,189,8,California
2019-12-25,8,2,0.0,8.7,3,0,07:27 AM,05:32 PM,07:58 AM,05:46 PM,-1,2,5,2,22,33,66,0.3,1012,8,9,230,16,California
2019-12-26,4,1,9.2,3.7,1,0,08:26 AM,06:26 PM,07:59 AM,05:47 PM,2,-1,3,-1,40,82,92,63.3,1012,4,7,39,28,California
2019-12-27,7,1,0.0,8.7,1,0,09:19 AM,07:23 PM,07:59 AM,05:47 PM,-1,2,4,2,12,22,72,0.0,1016,7,10,259,7,California
2019-12-28,7,0,0.0,8.7,2,8,10:05 AM,08:21 PM,07:59 AM,05:48 PM,-3,3,4,3,7,4,64,0.0,1019,7,10,258,3,California
2019-12-29,7,1,0.0,8.7,3,15,10:45 AM,09:20 PM,08:00 AM,05:49 PM,-3,4,5,4,16,30,59,0.0,1020,7,10,226,11,California
2019-12-30,8,2,0.0,8.7,2,22,11:20 AM,10:16 PM,08:00 AM,05:49 PM,-3,3,5,3,24,38,57,1.4,1018,8,10,99,17,California
2019-12-31,10,3,0.0,8.7,3,26,11:51 AM,11:13 PM,08:00 AM,05:50 PM,-1,5,7,5,8,6,59,0.0,1019,10,10,90,4,California
2020-01-01,12,4,0.0,8.7,3,37,12:19 PM,No moonset,08:00 AM,05:51 PM,-1,7,8,7,10,6,55,0.0,1017,12,10,265,7,California
2020-01-02,11,4,0.0,8.7,3,44,12:47 PM,12:08 AM,08:00 AM,05:52 PM,2,7,8,7,10,10,68,0.0,1017,11,10,231,5,California
2020-01-03,14,6,0.0,7.0,3,51,01:14 PM,01:03 AM,08:01 AM,05:52 PM,-0,9,10,9,5,42,52,0.0,1023,14,10,107,3,California
2020-01-04,15,7,0.0,7.0,3,59,01:42 PM,01:58 AM,08:01 AM,05:53 PM,1,10,10,10,13,33,52,0.0,1026,15,10,188,7,California
2020-01-05,11,6,0.0,8.7,3,66,02:12 PM,02:55 AM,08:01 AM,05:54 PM,0,6,8,6,20,40,59,0.0,1025,11,10,290,13,California
2020-01-06,12,5,0.0,8.7,3,73,02:46 PM,03:53 AM,08:01 AM,05:55 PM,-7,7,8,7,14,0,36,0.0,1028,12,10,95,8,California
2020-01-07,12,4,0.0,7.0,2,80,03:26 PM,04:54 AM,08:01 AM,05:56 PM,-7,8,8,8,11,42,33,0.0,1021,12,10,94,5,California
2020-01-08,10,5,0.0,8.7,3,88,04:11 PM,05:57 AM,08:01 AM,05:57 PM,-2,4,7,4,25,5,54,0.0,1016,10,10,275,15,California
2020-01-09,9,3,0.0,8.7,3,95,05:05 PM,06:59 AM,08:01 AM,05:57 PM,-1,2,6,2,26,4,65,0.0,1015,9,10,267,18,California
2020-01-10,10,2,0.0,8.7,3,100,06:06 PM,07:59 AM,08:01 AM,05:58 PM,-4,5,6,5,8,1,55,0.0,1023,10,10,202,4,California
2020-01-11,12,5,0.0,8.7,3,100,07:13 PM,08:54 AM,08:01 AM,05:59 PM,-4,5,8,5,31,1,45,0.0,1020,12,10,262,18,California
2020-01-12,10,2,0.0,10.0,3,83,08:22 PM,09:43 AM,08:00 AM,06:00 PM,-2,4,6,4,15,2,59,0.0,1018,10,10,270,11,California
2020-01-13,9,2,0.0,10.0,3,76,09:33 PM,10:25 AM,08:00 AM,06:01 PM,-2,2,5,2,23,0,62,0.0,1019,9,10,217,15,California
2020-01-14,11,2,0.0,10.0,3,69,10:42 PM,11:04 AM,08:00 AM,06:02 PM,-2,3,6,3,20,0,60,0.0,1019,11,10,266,13,California
2020-01-15,9,2,0.0,10.0,2,61,11:50 PM,11:39 AM,08:00 AM,06:03 PM,-3,5,5,5,6,27,57,0.0,1017,9,10,175,3,California
2020-01-16,10,4,0.0,10.0,2,54,No moonrise,12:12 PM,08:00 AM,06:04 PM,-1,4,7,4,31,28,59,0.3,1015,10,10,207,23,California
2020-01-17,9,3,0.0,10.5,3,47,12:56 AM,12:45 PM,07:59 AM,06:05 PM,-3,3,6,3,18,39,56,1.6,1022,9,10,134,12,California
2020-01-18,12,4,0.0,10.5,3,40,02:03 AM,01:21 PM,07:59 AM,06:06 PM,-5,6,8,6,14,18,40,0.0,1025,12,10,28,8,California
2020-01-19,13,6,0.0,10.5,3,32,03:08 AM,01:58 PM,07:59 AM,06:07 PM,-6,8,9,8,15,35,35,0.0,1022,13,10,33,8,California
2020-01-20,15,8,0.0,10.5,3,25,04:13 AM,02:39 PM,07:58 AM,06:08 PM,-4,11,12,11,9,43,33,0.0,1018,15,10,125,5,California
2020-01-21,14,7,0.0,10.0,3,18,05:17 AM,03:26 PM,07:58 AM,06:09 PM,-1,8,10,8,28,25,47,0.0,1019,14,10,249,17,California
2020-01-22,13,6,0.0,10.5,3,11,06:16 AM,04:16 PM,07:57 AM,06:10 PM,2,8,9,8,13,9,63,0.0,1021,13,10,240,8,California
2020-01-23,15,7,0.0,10.5,4,3,07:11 AM,05:12 PM,07:57 AM,06:11 PM,2,11,11,11,7,8,58,0.0,1021,15,10,188,4,California
2020-01-24,16,8,0.0,10.6,4,0,07:59 AM,06:09 PM,07:56 AM,06:12 PM,4,12,12,12,9,5,58,0.0,1017,16,10,279,5,California
2020-01-25,15,7,0.0,10.6,4,0,08:41 AM,07:08 PM,07:56 AM,06:13 PM,3,11,11,11,10,11,61,0.0,1018,15,10,223,5,California
2020-01-26,15,10,0.0,10.6,4,4,09:18 AM,08:06 PM,07:55 AM,06:14 PM,4,11,12,11,23,5,59,0.0,1018,15,10,264,16,California
2020-01-27,15,6,0.0,10.6,4,11,09:51 AM,09:03 PM,07:55 AM,06:15 PM,1,9,10,9,15,4,58,0.0,1023,15,10,272,9,California
2020-01-28,15,6,0.0,10.6,4,18,10:20 AM,09:58 PM,07:54 AM,06:16 PM,1,9,10,9,12,14,56,0.0,1022,15,10,263,8,California
2020-01-29,14,5,0.0,10.6,3,26,10:48 AM,10:53 PM,07:53 AM,06:17 PM,-0,8,9,8,12,3,56,0.0,1019,14,10,305,7,California
2020-01-30,15,6,0.0,10.7,4,33,11:15 AM,11:48 PM,07:53 AM,06:18 PM,-5,11,10,11,5,6,33,0.0,1020,15,10,204,3,California
2020-01-31,16,7,0.0,10.0,3,37,11:42 AM,No moonset,07:52 AM,06:19 PM,-2,11,11,11,10,27,40,0.0,1026,16,10,41,6,California
2020-02-01,19,8,0.0,10.7,4,49,12:11 PM,12:43 AM,07:51 AM,06:20 PM,-1,13,13,13,5,3,40,0.0,1025,19,10,111,3,California
2020-02-02,16,9,0.0,10.7,4,57,12:42 PM,01:40 AM,07:51 AM,06:21 PM,1,12,13,12,21,9,47,0.0,1012,16,10,241,16,California
2020-02-03,6,1,0.0,10.7,2,64,01:18 PM,02:38 AM,07:50 AM,06:22 PM,-9,1,4,1,18,7,40,0.0,1014,6,10,274,13,California
2020-02-04,8,0,0.0,10.7,2,72,01:59 PM,03:39 AM,07:49 AM,06:23 PM,-20,1,4,1,21,1,16,0.0,1021,8,10,65,14,California
2020-02-05,9,0,0.0,10.8,3,79,02:48 PM,04:40 AM,07:48 AM,06:24 PM,-16,4,5,4,7,6,22,0.0,1023,9,10,198,4,California
2020-02-06,14,4,0.0,10.8,3,87,03:45 PM,05:41 AM,07:47 AM,06:25 PM,-6,9,9,9,7,3,35,0.0,1019,14,10,210,4,California
2020-02-07,17,7,0.0,10.8,4,95,04:50 PM,06:38 AM,07:47 AM,06:26 PM,-1,12,12,12,6,0,42,0.0,1018,17,10,187,3,California
2020-02-08,19,8,0.0,10.8,4,100,06:00 PM,07:31 AM,07:46 AM,06:27 PM,-2,13,13,13,18,2,40,0.0,1015,19,10,258,12,California
2020-02-09,11,6,0.0,10.8,3,100,07:12 PM,08:17 AM,07:45 AM,06:28 PM,-5,6,9,6,38,19,42,0.0,1012,11,10,138,27,California
2020-02-10,15,4,0.0,10.9,4,83,08:24 PM,08:59 AM,07:44 AM,06:29 PM,-11,8,10,8,24,7,25,0.0,1014,15,10,146,16,California
2020-02-11,13,5,0.0,10.9,3,75,09:36 PM,09:37 AM,07:43 AM,06:30 PM,-10,9,9,9,10,2,25,0.0,1018,13,10,98,5,California
2020-02-12,15,5,0.0,10.1,3,68,10:45 PM,10:11 AM,07:42 AM,06:31 PM,-5,10,10,10,10,29,34,0.0,1017,15,10,228,6,California
2020-02-13,15,6,0.0,10.9,4,60,11:54 PM,10:46 AM,07:41 AM,06:32 PM,-4,11,11,11,6,8,40,0.0,1016,15,10,97,4,California
2020-02-14,16,7,0.0,10.9,4,53,No moonrise,11:21 AM,07:40 AM,06:33 PM,-3,11,11,11,9,14,38,0.0,1017,16,10,227,6,California
2020-02-15,16,7,0.0,11.0,4,45,01:01 AM,11:58 AM,07:39 AM,06:34 PM,-2,11,12,11,12,24,42,0.0,1020,16,10,235,7,California
2020-02-16,19,8,0.0,11.0,4,38,02:07 AM,12:38 PM,07:38 AM,06:35 PM,2,12,14,12,21,10,50,0.0,1018,19,10,270,15,California
2020-02-17,17,8,0.0,11.0,4,30,03:11 AM,01:23 PM,07:37 AM,06:36 PM,2,12,13,12,13,9,50,0.0,1015,17,10,247,8,California
2020-02-18,16,9,0.0,11.0,4,22,04:11 AM,02:12 PM,07:35 AM,06:37 PM,-8,13,13,13,8,21,24,0.0,1016,16,10,139,5,California
2020-02-19,17,8,0.0,11.0,4,15,05:07 AM,03:06 PM,07:34 AM,06:38 PM,-3,12,13,12,11,3,35,0.0,1017,17,10,159,7,California
2020-02-20,17,9,0.0,11.1,4,7,05:56 AM,04:02 PM,07:33 AM,06:39 PM,-8,12,13,12,19,2,23,0.0,1020,17,10,51,12,California
2020-02-21,18,10,0.0,11.1,4,0,06:39 AM,05:00 PM,07:32 AM,06:40 PM,-6,13,14,13,21,6,24,0.0,1017,18,10,47,13,California
2020-02-22,12,9,0.0,5.6,3,0,07:18 AM,05:58 PM,07:31 AM,06:41 PM,1,9,11,9,18,53,52,3.6,1016,12,10,214,14,California
2020-02-23,17,8,0.0,11.1,4,0,07:52 AM,06:54 PM,07:30 AM,06:42 PM,4,10,12,10,20,3,62,0.0,1021,17,10,270,14,California
2020-02-24,18,8,0.0,11.2,4,0,08:21 AM,07:51 PM,07:28 AM,06:43 PM,3,12,13,12,13,1,54,0.0,1022,18,10,246,8,California
2020-02-25,19,9,0.0,11.2,5,8,08:50 AM,08:45 PM,07:27 AM,06:43 PM,-3,14,14,14,11,0,36,0.0,1022,19,10,158,7,California
2020-02-26,19,10,0.0,11.2,5,15,09:17 AM,09:40 PM,07:26 AM,06:44 PM,-6,15,15,15,6,15,24,0.0,1022,19,10,127,4,California
2020-02-27,21,11,0.0,7.1,4,23,09:44 AM,10:35 PM,07:25 AM,06:45 PM,-5,16,16,16,15,67,24,0.0,1021,21,10,45,10,California
2020-02-28,20,13,0.0,8.6,4,30,10:11 AM,11:31 PM,07:23 AM,06:46 PM,-6,16,16,16,19,76,22,0.0,1021,20,10,87,12,California
2020-02-29,20,12,0.0,11.3,5,38,10:41 AM,No moonset,07:22 AM,06:47 PM,-3,15,16,15,29,29,28,0.0,1015,20,10,250,20,California
2020-03-01,10,6,0.0,11.3,3,44,11:14 AM,12:27 AM,07:21 AM,06:48 PM,-3,5,8,5,31,14,47,0.3,1012,10,10,221,24,California
2020-03-02,14,4,0.0,11.3,3,51,11:52 AM,01:26 AM,07:20 AM,06:49 PM,-5,7,9,7,20,19,42,0.4,1014,14,9,170,16,California
2020-03-03,17,6,0.0,11.3,4,58,12:36 PM,02:25 AM,07:18 AM,06:50 PM,-7,11,11,11,9,0,29,0.0,1016,17,10,164,5,California
2020-03-04,21,9,0.0,11.3,5,65,01:28 PM,03:25 AM,07:17 AM,06:51 PM,-4,15,15,15,9,0,27,0.0,1018,21,10,193,6,California
2020-03-05,21,11,0.0,7.2,4,73,02:27 PM,04:22 AM,07:16 AM,06:52 PM,-1,16,16,16,6,58,34,0.0,1019,21,10,160,4,California
2020-03-06,21,12,0.0,10.1,4,80,03:34 PM,05:16 AM,07:14 AM,06:52 PM,-1,16,16,16,16,55,31,0.0,1015,21,10,131,12,California
2020-03-07,13,10,0.0,7.2,3,87,04:44 PM,06:05 AM,07:13 AM,06:53 PM,1,9,12,9,40,49,48,0.0,1013,13,10,228,29,California
2020-03-08,13,6,0.0,11.4,3,95,05:58 PM,06:49 AM,07:11 AM,06:54 PM,1,6,9,6,35,8,57,0.0,1015,13,10,227,27,California
2020-03-09,13,7,0.0,5.7,3,100,07:11 PM,07:29 AM,07:10 AM,06:55 PM,0,8,10,8,18,87,52,1.0,1017,13,9,216,13,California
2020-03-10,15,11,0.0,5.7,3,100,08:23 PM,08:05 AM,07:09 AM,06:56 PM,3,12,13,12,21,69,55,18.7,1016,15,9,153,15,California
2020-03-11,15,8,0.0,5.8,3,84,09:35 PM,08:41 AM,07:07 AM,06:57 PM,4,11,11,11,11,76,63,5.9,1018,15,9,156,8,California
2020-03-12,16,8,0.0,5.8,3,76,10:46 PM,09:17 AM,07:06 AM,06:58 PM,6,12,13,12,17,74,62,10.7,1012,16,9,159,11,California
2020-03-13,15,4,0.0,8.7,3,69,11:56 PM,09:55 AM,07:05 AM,06:58 PM,7,9,12,9,35,52,73,7.7,1009,15,9,217,27,California
2020-03-14,13,8,0.0,11.6,4,62,No moonrise,10:35 AM,07:03 AM,06:59 PM,5,7,11,7,46,9,67,0.0,1016,13,10,225,35,California
2020-03-15,13,6,0.0,11.6,3,55,01:03 AM,11:20 AM,07:02 AM,07:00 PM,2,6,9,6,40,2,62,0.0,1018,13,10,227,31,California
2020-03-16,12,6,0.0,11.6,3,47,02:06 AM,12:08 PM,07:00 AM,07:01 PM,2,5,8,5,29,22,64,0.4,1015,12,10,224,22,California
2020-03-17,10,2,0.0,11.6,3,40,03:04 AM,01:01 PM,06:59 AM,07:02 PM,-3,3,6,3,21,14,54,2.8,1014,10,10,241,16,California
2020-03-18,10,3,0.0,11.6,3,33,03:55 AM,01:57 PM,06:58 AM,07:03 PM,-2,4,6,4,19,13,58,0.0,1011,10,10,265,15,California
2020-03-19,11,4,0.0,10.3,2,25,04:40 AM,02:54 PM,06:56 AM,07:03 PM,-0,4,7,4,30,24,60,0.0,1016,11,10,233,24,California
2020-03-20,12,5,0.0,10.3,2,18,05:20 AM,03:52 PM,06:55 AM,07:04 PM,-0,8,9,8,11,30,57,0.0,1022,12,10,200,8,California
2020-03-21,14,8,0.0,10.3,3,11,05:54 AM,04:48 PM,06:53 AM,07:05 PM,3,10,11,10,13,53,58,0.2,1021,14,9,208,10,California
2020-03-22,12,8,0.0,7.6,3,4,06:24 AM,05:45 PM,06:52 AM,07:06 PM,4,9,10,9,10,48,65,5.4,1018,12,9,211,7,California
2020-03-23,14,7,0.0,11.6,4,0,06:53 AM,06:40 PM,06:50 AM,07:07 PM,3,8,10,8,27,33,64,8.8,1017,14,9,239,21,California
2020-03-24,14,8,0.0,11.6,4,0,07:20 AM,07:35 PM,06:49 AM,07:08 PM,3,7,10,7,34,10,63,0.0,1018,14,10,234,25,California
2020-03-25,11,6,0.0,10.3,2,3,07:47 AM,08:29 PM,06:48 AM,07:08 PM,1,4,8,4,31,29,60,1.5,1015,11,10,239,24,California
2020-03-26,9,3,0.0,11.6,3,11,08:14 AM,09:25 PM,06:46 AM,07:09 PM,-3,2,6,2,27,16,54,0.5,1015,9,10,256,21,California
2020-03-27,11,4,0.0,11.6,3,18,08:43 AM,10:21 PM,06:45 AM,07:10 PM,-3,5,8,5,20,21,49,0.0,1017,11,10,278,15,California
2020-03-28,13,5,0.0,6.3,2,25,09:14 AM,11:19 PM,06:43 AM,07:11 PM,-2,7,9,7,17,60,47,0.0,1019,13,10,243,13,California
2020-03-29,12,6,0.0,11.6,3,32,09:50 AM,No moonset,06:42 AM,07:12 PM,1,6,9,6,25,24,57,0.0,1017,12,10,263,20,California
2020-03-30,17,7,0.0,11.6,4,40,10:31 AM,12:17 AM,06:40 AM,07:12 PM,1,10,11,10,14,0,53,0.0,1021,17,10,251,10,California
2020-03-31,19,9,0.0,11.6,4,44,11:18 AM,01:16 AM,06:39 AM,07:13 PM,3,13,13,13,16,1,52,0.0,1016,19,10,265,12,California
2020-04-01,19,10,0.0,11.6,5,56,12:13 PM,02:12 AM,06:38 AM,07:14 PM,4,13,14,13,25,3,54,0.0,1009,19,10,258,19,California
2020-04-02,16,7,0.0,11.6,4,64,01:14 PM,03:06 AM,06:36 AM,07:15 PM,-0,10,12,10,25,0,48,0.0,1011,16,10,270,19,California
2020-04-03,18,7,0.0,11.6,4,71,02:21 PM,03:55 AM,06:35 AM,07:16 PM,-2,11,12,11,17,2,40,0.0,1013,18,10,263,14,California
2020-04-04,18,8,0.0,11.6,4,79,03:32 PM,04:40 AM,06:33 AM,07:16 PM,-1,12,13,12,25,3,39,0.0,1010,18,10,252,19,California
2020-04-05,14,9,0.0,11.6,4,87,04:43 PM,05:21 AM,06:32 AM,07:17 PM,4,8,11,8,40,29,63,0.0,1009,14,10,222,32,California
2020-04-06,9,7,0.0,6.4,2,94,05:56 PM,05:58 AM,06:31 AM,07:18 PM,4,4,8,4,36,80,77,15.8,1009,9,9,205,28,California
2020-04-07,11,3,0.0,11.6,2,100,07:09 PM,06:33 AM,06:29 AM,07:19 PM,-2,4,7,4,19,18,55,0.1,1015,11,10,222,15,California
2020-04-08,7,4,0.0,6.5,2,100,08:21 PM,07:09 AM,06:28 AM,07:20 PM,5,6,8,6,15,86,82,47.4,1014,7,6,204,11,California
2020-04-09,6,3,0.0,6.5,2,83,09:34 PM,07:47 AM,06:27 AM,07:21 PM,4,3,6,3,20,97,86,18.8,1018,6,7,125,15,California
2020-04-10,14,0,0.0,11.6,4,76,10:45 PM,08:26 AM,06:25 AM,07:21 PM,1,8,9,8,12,24,59,0.0,1015,14,10,298,8,California
2020-04-11,19,8,0.0,11.6,4,68,11:53 PM,09:11 AM,06:24 AM,07:22 PM,5,12,13,12,16,10,61,0.1,1013,19,10,257,12,California
2020-04-12,21,11,0.0,11.6,5,61,No moonrise,09:59 AM,06:23 AM,07:23 PM,8,14,15,14,22,6,63,0.0,1014,21,10,233,17,California
2020-04-13,19,11,0.0,11.6,4,53,12:55 AM,10:52 AM,06:21 AM,07:24 PM,7,14,15,14,18,19,61,0.1,1016,19,10,269,13,California
2020-04-14,19,12,0.0,11.6,5,46,01:51 AM,11:49 AM,06:20 AM,07:25 PM,-1,15,15,15,12,14,39,0.0,1020,19,10,161,9,California
2020-04-15,22,12,0.0,11.6,5,38,02:39 AM,12:47 PM,06:19 AM,07:25 PM,2,17,17,17,17,0,41,0.0,1016,22,10,242,13,California
2020-04-16,22,13,0.0,11.6,5,30,03:21 AM,01:45 PM,06:18 AM,07:26 PM,4,17,17,17,16,9,44,0.0,1011,22,10,212,11,California
2020-04-17,18,12,0.0,6.6,4,23,03:57 AM,02:43 PM,06:16 AM,07:27 PM,5,15,15,15,18,59,51,4.6,1011,18,10,226,12,California
2020-04-18,17,11,0.0,11.6,4,15,04:28 AM,03:39 PM,06:15 AM,07:28 PM,6,12,14,12,29,14,61,0.0,1014,17,10,243,23,California
2020-04-19,20,10,0.0,11.6,5,8,04:57 AM,04:34 PM,06:14 AM,07:29 PM,5,13,14,13,25,11,57,0.0,1014,20,10,236,19,California
2020-04-20,19,11,0.0,11.6,5,0,05:24 AM,05:30 PM,06:13 AM,07:29 PM,5,14,15,14,28,14,54,0.0,1014,19,10,255,22,California
2020-04-21,19,11,0.0,11.6,5,0,05:51 AM,06:24 PM,06:11 AM,07:30 PM,5,14,15,14,20,7,54,0.0,1017,19,10,276,16,California
2020-04-22,25,12,0.0,11.6,5,0,06:17 AM,07:20 PM,06:10 AM,07:31 PM,6,18,18,18,15,2,49,0.0,1019,25,10,274,12,California
2020-04-23,24,14,0.0,11.6,5,0,06:45 AM,08:16 PM,06:09 AM,07:32 PM,9,19,19,19,19,1,54,0.0,1016,24,10,281,14,California
2020-04-24,27,16,0.0,11.6,6,7,07:16 AM,09:14 PM,06:08 AM,07:33 PM,8,21,21,21,14,4,48,0.0,1014,27,10,244,10,California
2020-04-25,29,17,0.0,11.6,6,15,07:50 AM,10:13 PM,06:07 AM,07:34 PM,8,23,23,23,13,8,43,0.0,1014,29,10,234,9,California
2020-04-26,28,18,0.0,7.9,5,22,08:29 AM,11:11 PM,06:06 AM,07:34 PM,7,23,23,23,22,34,39,0.0,1013,28,10,271,17,California
2020-04-27,27,16,0.0,11.6,6,30,09:15 AM,No moonset,06:04 AM,07:35 PM,5,21,21,21,19,0,37,0.0,1014,27,10,265,14,California
2020-04-28,30,17,0.0,11.6,6,37,10:06 AM,12:08 AM,06:03 AM,07:36 PM,4,22,22,23,13,0,32,0.0,1015,30,10,227,9,California
2020-04-29,32,21,0.0,10.4,6,45,11:04 AM,01:02 AM,06:02 AM,07:37 PM,6,26,26,26,19,29,30,0.0,1013,32,10,240,14,California
2020-04-30,27,20,0.0,11.6,6,52,12:07 PM,01:52 AM,06:01 AM,07:38 PM,9,24,24,24,26,22,42,0.0,1011,27,10,263,21,California
2020-05-01,25,16,0.0,13.3,5,58,01:14 PM,02:36 AM,06:00 AM,07:38 PM,-1,20,20,20,29,18,25,0.0,1012,25,10,266,21,California
2020-05-02,25,14,0.0,13.8,6,65,02:23 PM,03:17 AM,05:59 AM,07:39 PM,1,19,19,19,22,0,31,0.0,1013,25,10,263,17,California
2020-05-03,24,14,0.0,13.8,5,72,03:33 PM,03:53 AM,05:58 AM,07:40 PM,4,18,19,18,27,1,40,0.0,1014,24,10,263,22,California
2020-05-04,26,13,0.0,13.8,6,80,04:44 PM,04:28 AM,05:57 AM,07:41 PM,-1,20,20,20,18,0,28,0.0,1015,26,10,255,13,California
2020-05-05,30,15,0.0,13.9,6,87,05:55 PM,05:03 AM,05:56 AM,07:42 PM,-2,23,23,23,16,0,22,0.0,1015,30,10,248,11,California
2020-05-06,28,16,0.0,13.9,6,94,07:08 PM,05:39 AM,05:55 AM,07:43 PM,1,22,22,22,17,29,29,0.0,1014,28,10,275,13,California
2020-05-07,31,17,0.0,13.9,6,100,08:20 PM,06:16 AM,05:54 AM,07:43 PM,-1,24,24,24,12,20,24,0.0,1012,31,10,205,8,California
2020-05-08,32,20,0.0,13.9,6,100,09:32 PM,06:59 AM,05:54 AM,07:44 PM,-0,25,25,26,16,17,21,0.0,1011,32,10,218,11,California
2020-05-09,32,21,0.0,13.9,7,84,10:39 PM,07:46 AM,05:53 AM,07:45 PM,2,26,26,26,23,16,23,0.0,1010,32,10,227,16,California
2020-05-10,29,20,0.0,13.9,7,77,11:40 PM,08:38 AM,05:52 AM,07:46 PM,-1,24,24,24,33,3,21,0.0,1011,29,10,221,24,California
2020-05-11,25,16,0.0,14.0,6,70,No moonrise,09:36 AM,05:51 AM,07:47 PM,-2,20,20,20,34,5,24,0.0,1012,25,10,239,26,California
2020-05-12,20,13,0.0,14.0,5,62,12:33 AM,10:35 AM,05:50 AM,07:47 PM,4,16,17,16,34,6,43,0.0,1012,20,10,246,28,California
2020-05-13,21,11,0.0,14.0,5,55,01:19 AM,11:35 AM,05:49 AM,07:48 PM,3,15,16,15,28,1,45,0.0,1013,21,10,255,22,California
2020-05-14,22,12,0.0,14.0,5,48,01:57 AM,12:34 PM,05:49 AM,07:49 PM,3,17,18,17,28,1,39,0.0,1013,22,10,270,22,California
2020-05-15,25,14,0.0,14.0,6,40,02:30 AM,01:32 PM,05:48 AM,07:50 PM,5,19,19,19,21,7,42,0.0,1012,25,10,278,16,California
2020-05-16,28,15,0.0,11.1,5,33,03:00 AM,02:27 PM,05:47 AM,07:50 PM,5,21,21,21,17,48,36,0.0,1010,28,10,239,13,California
